sensor_id,geo_feature,feature_type,buffer_size,count
86273,highway,turning_loop,500,1
85823,highway,turning_circle,1000,15
112242,highway,turning_circle,500,4
11416,highway,stop,1000,46
79147,highway,crossing,500,1
14973,highway,stop,1000,38
64763,highway,turning_circle,500,2
9168,highway,bus_stop,500,5
120853,highway,stop,1000,48
110666,highway,crossing,1000,5
34523,highway,give_way,1000,1
70007,highway,traffic_signals,500,5
110324,highway,stop,1000,1
121439,highway,stop,1000,30
82847,highway,traffic_signals,1000,4
110602,highway,turning_circle,1000,38
111998,highway,traffic_signals,500,2
76377,highway,stop,1000,17
119567,highway,traffic_signals,500,2
19047,highway,turning_circle,1000,55
85081,highway,stop,500,21
60105,highway,turning_circle,1000,13
22461,highway,crossing,1000,77
83641,highway,stop,500,4
69207,highway,bus_stop,500,1
53401,highway,give_way,1000,2
63421,highway,turning_loop,500,1
69447,highway,stop,1000,41
75529,highway,turning_circle,100,1
55277,highway,traffic_signals,1000,9
69835,highway,crossing,1000,27
76377,highway,bus_stop,1000,9
119567,highway,bus_stop,500,2
35809,highway,bus_stop,100,2
65747,highway,bus_stop,1000,6
67983,highway,traffic_signals,1000,1
75775,highway,turning_circle,1000,2
4103,highway,turning_circle,100,2
53027,highway,turning_circle,1000,11
89725,highway,bus_stop,1000,19
110318,highway,crossing,1000,20
67779,highway,turning_circle,500,12
22461,highway,turning_circle,500,4
112310,highway,turning_loop,1000,2
65227,highway,motorway_junction,1000,3
18453,highway,turning_circle,500,6
136698,highway,turning_circle,1000,9
17839,highway,bus_stop,500,1
68669,highway,crossing,500,14
98865,highway,mini_roundabout,1000,1
64763,highway,stop,1000,12
2653,highway,bus_stop,500,4
91335,highway,crossing,1000,33
76683,highway,stop,1000,159
119707,highway,give_way,1000,4
65437,highway,street_lamp,1000,15
76377,highway,turning_loop,500,1
62455,highway,turning_circle,500,2
18287,highway,stop,100,2
63991,highway,crossing,100,1
70449,highway,bus_stop,500,2
62493,highway,crossing,500,14
60663,highway,traffic_signals,1000,3
125965,highway,traffic_signals,1000,1
19511,highway,crossing,500,52
51577,highway,traffic_signals,1000,5
55277,highway,crossing,1000,2
73667,highway,turning_circle,500,1
112310,highway,stop,100,1
37257,highway,stop,1000,24
112008,highway,turning_circle,500,2
82079,highway,bus_stop,100,1
69909,highway,street_lamp,1000,15
4658,highway,turning_circle,100,1
60455,highway,motorway_junction,1000,2
17909,highway,turning_circle,500,1
64857,highway,turning_circle,1000,16
72817,highway,crossing,1000,135
117939,highway,turning_circle,500,7
40827,highway,traffic_signals,500,6
108138,highway,crossing,500,22
72817,highway,crossing,500,26
64857,highway,crossing,1000,39
6228,highway,crossing,500,3
48633,highway,crossing,1000,8
92029,highway,stop,500,33
114889,highway,turning_circle,500,3
63469,highway,traffic_signals,1000,19
19047,highway,crossing,1000,25
73743,highway,crossing,500,2
67779,highway,crossing,1000,90
37849,highway,turning_loop,1000,1
126479,highway,turning_circle,1000,8
62185,highway,stop,1000,4
139716,highway,traffic_signals,1000,10
28503,highway,turning_circle,1000,25
90465,highway,crossing,1000,63
122079,highway,traffic_signals,500,2
37271,highway,bus_stop,1000,26
53401,highway,traffic_signals,1000,9
110080,highway,crossing,500,4
35809,highway,crossing,1000,321
113206,highway,crossing,1000,99
66183,highway,stop,500,4
18287,highway,crossing,500,52
11844,highway,crossing,1000,1
91335,highway,stop,500,14
90465,highway,crossing,500,49
25507,highway,give_way,1000,1
20721,highway,stop,500,6
70009,highway,bus_stop,500,3
78041,highway,stop,500,1
22067,highway,bus_stop,1000,31
19661,highway,turning_circle,1000,1
55277,highway,traffic_signals,500,2
61015,highway,traffic_signals,100,3
73533,highway,crossing,1000,8
63469,highway,turning_circle,1000,39
69207,highway,traffic_signals,500,1
85867,highway,stop,500,6
70637,highway,crossing,1000,7
69599,highway,turning_loop,1000,1
4103,highway,stop,1000,1
37271,highway,turning_circle,1000,1
6228,highway,stop,500,2
76683,highway,turning_circle,500,1
19157,highway,stop,500,17
79177,highway,crossing,500,22
53299,highway,give_way,1000,2
104432,highway,traffic_signals,500,6
74161,highway,traffic_signals,500,2
87779,highway,crossing,500,3
56545,highway,traffic_signals,500,3
29201,highway,traffic_signals,1000,16
76597,highway,traffic_signals,1000,10
124099,highway,turning_circle,1000,25
134418,highway,turning_circle,1000,1
82847,highway,crossing,1000,45
125965,highway,stop,500,3
28503,highway,turning_loop,1000,3
20721,highway,bus_stop,500,18
4431,highway,stop,1000,14
60353,highway,give_way,1000,2
4431,highway,street_lamp,1000,1
68631,highway,turning_circle,500,12
51301,highway,stop,500,2
11416,highway,turning_circle,1000,8
70449,highway,turning_circle,1000,19
50093,highway,crossing,1000,37
90465,highway,stop,100,3
30929,highway,turning_circle,1000,1
40471,highway,give_way,1000,1
94955,highway,traffic_signals,100,3
37009,highway,bus_stop,1000,17
69835,highway,turning_circle,100,1
63421,highway,turning_loop,1000,1
63991,highway,crossing,1000,383
63991,highway,steps,1000,1
71525,highway,bus_stop,500,2
65747,highway,bus_stop,500,3
113292,highway,stop,1000,4
111940,highway,stop,1000,4
70007,highway,stop,1000,22
67983,highway,turning_circle,100,1
83549,highway,turning_circle,500,3
51565,highway,turning_circle,1000,27
4417,highway,turning_circle,500,1
77049,highway,turning_circle,500,9
60833,highway,crossing,1000,5
128231,highway,crossing,1000,125
73667,highway,priority,500,14
18883,highway,traffic_signals,500,1
111998,highway,bus_stop,1000,17
101221,highway,give_way,1000,7
22067,highway,turning_circle,100,1
65723,highway,crossing,1000,225
36111,highway,turning_circle,1000,3
19335,highway,bus_stop,500,14
63439,highway,turning_circle,1000,19
68393,highway,turning_circle,500,1
91335,highway,turning_circle,1000,35
79213,highway,turning_circle,1000,26
28425,highway,traffic_signals,500,2
28503,highway,bus_stop,500,2
19573,highway,traffic_signals,1000,11
37009,highway,motorway_junction,500,2
73755,highway,stop,1000,15
85081,highway,bus_stop,1000,8
65437,highway,bus_stop,500,10
16073,highway,give_way,500,5
35809,highway,bus_stop,1000,44
114189,highway,traffic_signals,1000,1
126479,highway,crossing,1000,1
69451,highway,turning_loop,1000,1
2362,highway,motorway_junction,1000,9
76465,highway,turning_circle,500,7
29201,highway,stop,100,2
65223,highway,traffic_signals,1000,15
20085,highway,street_lamp,500,2
135134,highway,crossing,1000,1
20721,highway,crossing,1000,190
104672,highway,crossing,500,69
114379,highway,bus_stop,100,2
77807,highway,bus_stop,500,26
121439,highway,stop,500,15
52981,highway,turning_circle,100,1
101221,highway,turning_loop,500,3
16073,highway,turning_loop,1000,6
119707,highway,stop,1000,5
82991,highway,traffic_signals,500,4
114189,highway,turning_circle,1000,13
75021,highway,traffic_signals,1000,4
103850,highway,traffic_signals,1000,5
69909,highway,bus_stop,500,24
65723,highway,turning_circle,500,2
85867,highway,crossing,100,9
65227,highway,bus_stop,100,1
83641,highway,bus_stop,1000,12
67459,highway,bus_stop,500,5
65259,highway,bus_stop,1000,35
66029,highway,bus_stop,1000,2
99657,highway,stop,100,1
75021,highway,motorway_junction,1000,2
78041,highway,crossing,500,1
14161,highway,motorway_junction,1000,1
37197,highway,crossing,500,1
69599,highway,motorway_junction,1000,1
20085,highway,traffic_signals,1000,3
125883,highway,turning_circle,500,1
18883,highway,traffic_signals,1000,17
67459,highway,give_way,1000,4
73755,highway,bus_stop,1000,13
4431,highway,give_way,1000,2
87779,highway,stop,1000,9
65227,highway,stop,1000,1
65227,highway,turning_circle,500,3
72609,highway,turning_circle,1000,3
39663,highway,give_way,1000,2
104432,highway,bus_stop,100,2
56545,highway,stop,500,43
112366,highway,give_way,500,1
50093,highway,mini_roundabout,1000,4
19507,highway,crossing,1000,53
125883,highway,turning_loop,1000,3
134314,highway,traffic_signals,1000,20
60353,highway,crossing,100,3
73667,highway,give_way,1000,3
38371,highway,traffic_signals,1000,7
18287,highway,turning_circle,1000,6
85823,highway,stop,1000,29
65723,highway,bus_stop,1000,67
29201,highway,crossing,1000,284
1680,highway,bus_stop,1000,6
76465,highway,crossing,1000,1
120853,highway,turning_circle,1000,31
65437,highway,priority,500,18
63469,highway,stop,500,26
60007,highway,turning_circle,500,2
75739,highway,bus_stop,1000,11
109324,highway,motorway_junction,1000,3
97693,highway,traffic_signals,1000,16
82991,highway,give_way,1000,1
53517,highway,bus_stop,1000,32
53517,highway,bus_stop,500,15
82055,highway,bus_stop,1000,40
3265,highway,turning_circle,1000,2
70097,highway,stop,1000,11
80583,highway,stop,500,3
51569,highway,turning_circle,1000,2
1212,highway,stop,500,34
86383,highway,turning_circle,1000,16
9168,highway,bus_stop,1000,12
62291,highway,give_way,1000,2
60829,highway,stop,1000,10
73755,highway,crossing,500,19
111590,highway,crossing,500,37
63991,highway,bus_stop,500,15
113066,highway,stop,1000,8
104460,highway,crossing,500,1
60007,highway,turning_circle,1000,5
16073,highway,stop,500,53
57787,highway,bus_stop,1000,18
22963,highway,bus_stop,1000,7
65723,highway,stop,100,1
136698,highway,stop,500,3
69519,highway,turning_loop,500,1
61015,highway,traffic_signals,500,5
55449,highway,turning_loop,1000,1
104460,highway,crossing,1000,6
73689,highway,traffic_signals,1000,17
57887,highway,turning_circle,500,10
60353,highway,turning_circle,500,11
85081,highway,crossing,500,32
19047,highway,give_way,500,4
22461,highway,bus_stop,500,3
17839,highway,turning_loop,1000,2
85867,highway,street_lamp,1000,9
79337,highway,stop,1000,50
61235,highway,traffic_signals,1000,15
70007,highway,traffic_signals,1000,12
126479,highway,turning_circle,500,2
70097,highway,steps,100,1
55449,highway,bus_stop,1000,15
48633,highway,turning_circle,500,1
113632,highway,turning_loop,1000,2
63421,highway,turning_loop,100,1
53517,highway,crossing,100,1
70007,highway,turning_circle,1000,7
60663,highway,stop,1000,11
79715,highway,turning_circle,100,1
14973,highway,traffic_signals,500,11
110494,highway,stop,500,15
18883,highway,turning_circle,1000,15
76377,highway,turning_loop,1000,3
56777,highway,crossing,500,68
112310,highway,crossing,500,2
70669,highway,traffic_signals,1000,23
69909,highway,crossing,500,143
19335,highway,turning_circle,500,2
64795,highway,turning_loop,1000,1
22459,highway,turning_circle,1000,13
22459,highway,crossing,1000,3
2653,highway,traffic_signals,500,6
93521,highway,turning_circle,100,1
57355,highway,stop,1000,26
79715,highway,turning_circle,500,2
94955,highway,crossing,1000,451
104672,highway,traffic_signals,1000,37
109718,highway,traffic_signals,1000,5
60007,highway,crossing,500,6
69835,highway,crossing,100,1
19335,highway,trailhead,1000,1
79337,highway,crossing,100,1
12857,highway,motorway_junction,1000,2
4103,highway,bus_stop,1000,10
28425,highway,give_way,1000,7
69599,highway,crossing,1000,41
67459,highway,stop,500,45
92029,highway,give_way,1000,1
92029,highway,turning_loop,500,1
11844,highway,stop,500,1
121249,highway,turning_circle,500,2
104460,highway,turning_circle,1000,2
25507,highway,turning_circle,500,4
125965,highway,turning_circle,500,1
121453,highway,street_lamp,1000,45
53151,highway,bus_stop,500,1
16073,highway,crossing,1000,338
101221,highway,turning_circle,1000,2
20165,highway,crossing,1000,296
112834,highway,bus_stop,500,6
104718,highway,bus_stop,500,9
56545,highway,crossing,1000,228
14161,highway,stop,1000,58
112366,highway,turning_circle,1000,33
61235,highway,crossing,1000,62
78031,highway,turning_circle,1000,7
109050,highway,turning_circle,1000,1
69447,highway,traffic_signals,1000,2
56545,highway,crossing,500,62
68393,highway,bus_stop,1000,33
96949,highway,stop,1000,14
89911,highway,motorway_junction,500,2
29201,highway,crossing,100,3
110080,highway,traffic_signals,1000,1
37849,highway,traffic_signals,100,1
19613,highway,stop,1000,32
18481,highway,crossing,500,7
63469,highway,bus_stop,1000,10
97693,highway,crossing,1000,148
69207,highway,bus_stop,1000,3
110666,highway,bus_stop,1000,8
136698,highway,traffic_signals,500,2
82079,highway,crossing,1000,291
104718,highway,crossing,1000,222
67983,highway,crossing,1000,12
68669,highway,traffic_signals,1000,3
75529,highway,turning_circle,1000,19
83549,highway,motorway_junction,1000,2
50093,highway,traffic_signals,1000,20
77049,highway,turning_circle,1000,30
34523,highway,turning_loop,1000,4
62291,highway,bus_stop,100,4
90925,highway,bus_stop,1000,12
109324,highway,traffic_signals,500,3
18287,highway,crossing,1000,246
114189,highway,stop,500,5
66183,highway,traffic_signals,1000,8
79147,highway,turning_circle,1000,15
69447,highway,give_way,1000,12
112366,highway,crossing,1000,8
134246,highway,turning_circle,1000,2
122079,highway,motorway_junction,500,1
67459,highway,turning_circle,1000,14
119567,highway,stop,1000,53
66029,highway,stop,500,1
78819,highway,crossing,500,66
74161,highway,stop,1000,4
78041,highway,turning_circle,1000,12
112008,highway,bus_stop,500,2
112688,highway,turning_loop,1000,2
79337,highway,turning_circle,1000,27
63931,highway,turning_circle,100,1
48633,highway,traffic_signals,100,1
28425,highway,motorway_junction,1000,4
25507,highway,crossing,1000,14
103960,highway,stop,1000,2
99657,highway,stop,500,34
84357,highway,stop,500,7
81047,highway,bus_stop,500,3
70009,highway,crossing,500,9
62455,highway,turning_circle,1000,9
104432,highway,crossing,500,66
75061,highway,stop,1000,7
80735,highway,turning_circle,500,9
63931,highway,turning_loop,1000,1
81731,highway,turning_circle,100,1
16541,highway,traffic_signals,500,5
16541,highway,stop,500,11
9162,highway,turning_circle,1000,20
37271,highway,bus_stop,500,7
65259,highway,turning_circle,1000,12
94955,highway,priority,1000,29
73755,highway,turning_circle,1000,14
84997,highway,traffic_signals,500,2
104672,highway,traffic_signals,500,5
103850,highway,traffic_signals,500,2
112008,highway,bus_stop,1000,34
39665,highway,bus_stop,1000,3
121439,highway,crossing,1000,28
79617,highway,stop,1000,8
57355,highway,crossing,500,1
61193,highway,traffic_signals,1000,11
104708,highway,turning_circle,500,1
19157,highway,priority,500,3
114379,highway,bus_stop,1000,17
16073,highway,stop,100,1
56777,highway,bus_stop,500,7
71503,highway,turning_circle,1000,10
114189,highway,crossing,1000,8
18287,highway,street_lamp,1000,2
53299,highway,turning_circle,1000,5
76465,highway,traffic_signals,500,1
78615,highway,turning_circle,100,1
62291,highway,stop,500,10
101221,highway,turning_loop,1000,5
90925,highway,give_way,1000,1
22459,highway,stop,1000,1
76355,highway,turning_circle,1000,1
121313,highway,turning_circle,100,1
6244,highway,stop,1000,5
89911,highway,traffic_signals,500,21
20547,highway,turning_circle,1000,12
4103,highway,turning_circle,500,13
55325,highway,turning_circle,100,1
51371,highway,bus_stop,1000,17
72817,highway,street_lamp,500,4
76377,highway,turning_circle,1000,11
18481,highway,turning_circle,1000,3
84997,highway,bus_stop,1000,3
19157,highway,stop,100,1
53299,highway,stop,1000,17
103850,highway,turning_circle,1000,6
53517,highway,motorway_junction,1000,3
19335,highway,stop,1000,17
68393,highway,bus_stop,500,8
98865,highway,traffic_signals,1000,15
53027,highway,traffic_signals,1000,2
76465,highway,bus_stop,100,2
66029,highway,turning_circle,1000,11
86273,highway,turning_circle,1000,16
78819,highway,turning_circle,1000,14
20165,highway,stop,1000,102
80519,highway,bus_stop,1000,4
4431,highway,mini_roundabout,1000,1
114189,highway,give_way,1000,2
75021,highway,stop,1000,2
87815,highway,motorway_junction,1000,3
26379,highway,crossing,500,13
64763,highway,turning_circle,1000,13
12857,highway,stop,1000,1
83227,highway,turning_circle,500,5
60353,highway,stop,100,2
75739,highway,turning_circle,1000,32
53401,highway,stop,500,21
61619,highway,turning_circle,500,2
120513,highway,turning_circle,1000,2
78041,highway,bus_stop,100,2
111590,highway,street_lamp,1000,1
77711,highway,turning_circle,500,7
62185,highway,crossing,1000,18
86887,highway,turning_circle,500,1
96087,highway,turning_circle,1000,5
12719,highway,traffic_signals,500,2
83549,highway,motorway_junction,500,1
16541,highway,bus_stop,500,10
12719,highway,street_lamp,1000,7
65437,highway,stop,500,56
78819,highway,crossing,1000,268
114889,highway,stop,1000,14
109324,highway,turning_circle,500,2
103850,highway,bus_stop,100,1
11416,highway,crossing,1000,20
2350,highway,turning_circle,1000,21
2362,highway,stop,1000,6
82337,highway,turning_loop,1000,1
89911,highway,motorway_junction,1000,6
122079,highway,give_way,1000,18
16541,highway,crossing,1000,65
111998,highway,traffic_signals,1000,6
73667,highway,traffic_signals,1000,9
53401,highway,crossing,1000,41
16073,highway,street_lamp,1000,3
82991,highway,turning_circle,1000,5
59873,highway,motorway_junction,1000,1
71525,highway,mini_roundabout,1000,2
66183,highway,crossing,500,5
115705,highway,crossing,100,4
136698,highway,crossing,1000,4
62419,highway,bus_stop,500,4
112242,highway,stop,500,2
55277,highway,motorway_junction,1000,9
113066,highway,stop,500,3
60833,highway,bus_stop,500,2
49327,highway,crossing,1000,1
19573,highway,motorway_junction,1000,2
84997,highway,turning_circle,1000,44
86407,highway,bus_stop,500,7
84997,highway,bus_stop,500,1
120513,highway,stop,1000,2
109324,highway,crossing,1000,17
82079,highway,street_lamp,500,77
48633,highway,traffic_signals,1000,12
89725,highway,traffic_signals,500,9
4103,highway,turning_circle,1000,38
40827,highway,turning_circle,100,1
1680,highway,turning_circle,500,8
110494,highway,turning_circle,1000,15
22963,highway,turning_circle,1000,13
56777,highway,bus_stop,1000,12
112688,highway,turning_circle,1000,21
65227,highway,bus_stop,500,9
26561,highway,bus_stop,1000,1
87815,highway,crossing,1000,15
78107,highway,crossing,1000,134
79715,highway,turning_circle,1000,5
9162,highway,crossing,1000,20
83041,highway,give_way,1000,1
63469,highway,crossing,1000,226
84997,highway,motorway_junction,1000,1
80691,highway,crossing,1000,5
22963,highway,stop,500,16
134314,highway,bus_stop,500,4
78819,highway,bus_stop,1000,9
114379,highway,give_way,1000,1
82055,highway,give_way,1000,1
82079,highway,street_lamp,1000,150
78267,highway,bus_stop,1000,1
72081,highway,bus_stop,1000,8
55449,highway,stop,1000,20
98865,highway,stop,500,7
96949,highway,traffic_signals,500,4
50093,highway,stop,500,1
89847,highway,turning_circle,1000,9
117939,highway,stop,1000,3
60663,highway,crossing,100,3
69835,highway,traffic_signals,1000,2
112834,highway,crossing,1000,379
57787,highway,traffic_signals,500,7
63469,highway,stop,100,1
69909,highway,bus_stop,100,2
78267,highway,stop,500,2
78031,highway,bus_stop,500,1
70007,highway,turning_circle,500,1
98085,highway,turning_circle,1000,1
57355,highway,traffic_signals,1000,12
15803,highway,stop,1000,2
4431,highway,traffic_signals,1000,15
37703,highway,turning_circle,500,6
67459,highway,crossing,1000,145
64469,highway,traffic_signals,500,2
6228,highway,traffic_signals,1000,21
84207,highway,turning_circle,1000,27
60833,highway,turning_circle,500,3
28503,highway,traffic_signals,1000,11
89911,highway,stop,1000,15
60663,highway,crossing,1000,107
55449,highway,stop,500,5
34523,highway,stop,1000,40
80519,highway,turning_circle,500,5
63421,highway,stop,1000,5
75739,highway,crossing,1000,95
22461,highway,stop,1000,5
112008,highway,turning_circle,1000,8
97693,highway,turning_circle,1000,5
70669,highway,bus_stop,1000,30
113206,highway,street_lamp,1000,2
51301,highway,street_lamp,1000,12
112366,highway,turning_circle,100,1
78031,highway,turning_circle,100,2
111940,highway,turning_circle,500,7
51577,highway,turning_circle,500,5
125965,highway,turning_circle,1000,2
121601,highway,crossing,1000,3
128231,highway,traffic_signals,1000,26
76377,highway,stop,500,7
53517,highway,turning_circle,1000,11
113052,highway,traffic_signals,1000,4
69599,highway,turning_loop,500,1
86887,highway,turning_circle,1000,7
4103,highway,traffic_signals,500,4
98713,highway,turning_circle,1000,23
89911,highway,street_lamp,1000,1
73667,highway,stop,1000,203
112310,highway,give_way,1000,2
53401,highway,crossing,500,1
82991,highway,crossing,1000,209
77807,highway,stop,1000,14
14885,highway,turning_circle,500,3
75021,highway,crossing,1000,21
75061,highway,traffic_signals,1000,14
9168,highway,traffic_signals,1000,16
78107,highway,stop,1000,11
37271,highway,traffic_signals,500,2
14973,highway,traffic_signals,1000,25
19601,highway,turning_circle,500,1
89911,highway,stop,500,9
110602,highway,stop,1000,2
73667,highway,bus_stop,1000,16
99657,highway,street_lamp,1000,1
109324,highway,crossing,500,5
112242,highway,traffic_signals,1000,2
104460,highway,stop,1000,34
113066,highway,mini_roundabout,1000,2
122079,highway,turning_circle,500,3
55325,highway,crossing,1000,1
67779,highway,stop,500,14
112310,highway,turning_circle,1000,28
80519,highway,turning_circle,1000,17
90925,highway,stop,500,9
16073,highway,traffic_signals,1000,6
18883,highway,stop,1000,17
134314,highway,crossing,500,49
40471,highway,bus_stop,500,9
111998,highway,stop,500,7
38371,highway,stop,1000,3
51301,highway,traffic_signals,500,21
85867,highway,turning_circle,500,1
51301,highway,crossing,1000,472
74161,highway,turning_circle,100,1
120513,highway,traffic_signals,1000,4
85823,highway,crossing,100,12
26379,highway,traffic_signals,1000,3
70007,highway,stop,500,13
122079,highway,stop,1000,67
51681,highway,turning_circle,500,9
76465,highway,motorway_junction,1000,2
61015,highway,turning_loop,1000,1
12719,highway,street_lamp,500,2
37009,highway,traffic_signals,1000,12
112310,highway,stop,1000,49
62291,highway,motorway_junction,500,1
84357,highway,stop,1000,7
70701,highway,give_way,1000,1
61619,highway,turning_circle,1000,12
74161,highway,bus_stop,1000,29
37725,highway,bus_stop,100,1
61321,highway,bus_stop,1000,1
83549,highway,traffic_signals,1000,13
6218,highway,traffic_signals,1000,9
86383,highway,turning_circle,500,9
